-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 10/01/2017 through 10/01/2022 
Location: Latitude  24.9122   Longitude 66.7099 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 53.05 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WD10M,WS50M,WD50M
2020,3,3,23,4.74,258.97,7.12,259.25
2020,3,4,0,4.71,263.71,7.06,263.97
2020,3,4,1,4.84,269.07,7.27,269.26
2020,3,4,2,4.99,274.13,7.53,274.17
2020,3,4,3,4.98,277.2,7.52,277.16
2020,3,4,4,4.94,279.28,7.45,279.29
2020,3,4,5,4.84,279.2,7.26,279.23
2020,3,4,6,5.48,277.62,7.09,277.67
2020,3,4,7,6.44,275.71,7.31,276.01
2020,3,4,8,6.67,272.15,7.46,272.76
2020,3,4,9,6.9,267.53,7.67,268.54
2020,3,4,10,7.15,262.53,7.94,263.84
2020,3,4,11,7.49,257.22,8.29,258.64
2020,3,4,12,7.81,252.36,8.66,253.71
2020,3,4,13,7.94,249.37,8.82,250.54
2020,3,4,14,7.93,247.71,8.85,248.73
2020,3,4,15,7.9,246.45,8.9,247.22
2020,3,4,16,7.62,244.8,8.75,245.24
2020,3,4,17,6.51,243.1,8.36,243.36
2020,3,4,18,5.74,243.33,8.03,243.53
2020,3,4,19,5.3,244.53,7.86,244.63
2020,3,4,20,5.21,246.4,7.87,246.47
2020,3,4,21,5.19,249.08,7.91,249.11
2020,3,4,22,5.17,253.04,7.88,253.16
2020,3,4,23,5.16,257.94,7.77,257.93
2020,3,5,0,5.18,263.68,7.72,263.61
2020,3,5,1,5.12,269.3,7.61,269.18
2020,3,5,2,4.95,273.89,7.41,273.63
2020,3,5,3,4.71,276.19,7.09,275.63
2020,3,5,4,4.29,275.01,6.42,274.32
2020,3,5,5,3.97,270.56,5.75,269.92
2020,3,5,6,4.08,263.07,5.22,263.12
2020,3,5,7,4.56,257.34,4.98,257.6
2020,3,5,8,4.74,255.39,5.08,255.94
2020,3,5,9,4.96,254.74,5.24,255.86
2020,3,5,10,5.31,253.78,5.61,255.33
2020,3,5,11,5.82,253.15,6.19,255.09
2020,3,5,12,6.34,252.37,6.85,254.46
2020,3,5,13,6.6,250.49,7.25,252.83
2020,3,5,14,6.84,249.18,7.63,251.55
2020,3,5,15,7.1,248.71,8.07,250.97
2020,3,5,16,7.02,247.91,8.33,249.02
2020,3,5,17,5.92,248.82,8.49,248.96
2020,3,5,18,5.74,261.23,8.65,260.75
2020,3,5,19,6.38,283.95,9.4,282.78
2020,3,5,20,7.54,308.19,10.63,307.59
2020,3,5,21,7.75,322.62,10.45,323.48
2020,3,5,22,6.27,332.48,8.91,335.23
2020,3,5,23,5.3,345.06,7.63,349.25
2020,3,6,0,4.7,358.57,6.75,3.32
2020,3,6,1,4.57,8.85,6.6,12.59
2020,3,6,2,4.39,11.59,6.26,13.41
2020,3,6,3,4.17,6.13,5.77,6.76
2020,3,6,4,4.03,357.56,5.43,356.95
2020,3,6,5,3.96,349.66,5.28,348.56
2020,3,6,6,4.14,347.04,5.18,346.3
2020,3,6,7,4.33,349.4,4.67,349.69
2020,3,6,8,3.66,350.06,3.94,350.76
2020,3,6,9,3.05,343.47,3.36,345.45
2020,3,6,10,2.53,327.49,2.81,332.01
2020,3,6,11,2.44,299.36,2.6,306.7
2020,3,6,12,2.99,274.5,3.06,281.2
2020,3,6,13,3.8,260.29,3.9,265.29
2020,3,6,14,4.66,253.24,4.81,257.14
2020,3,6,15,5.43,249.79,5.65,252.54
2020,3,6,16,6.07,247.76,6.66,248.76
2020,3,6,17,5.87,246.81,7.71,246.92
2020,3,6,18,5.78,250.24,7.89,250.69
2020,3,6,19,5.15,254.51,7.46,255.0
2020,3,6,20,4.61,255.38,6.88,256.0
2020,3,6,21,4.44,252.71,6.42,253.31
2020,3,6,22,4.3,248.47,5.97,248.74
2020,3,6,23,4.13,245.04,5.63,245.07
2020,3,7,0,3.8,245.07,5.17,244.75
2020,3,7,1,3.32,253.18,4.53,251.91
2020,3,7,2,2.73,267.21,3.69,264.65
2020,3,7,3,2.19,284.88,2.89,280.91
2020,3,7,4,1.9,308.48,2.39,304.05
2020,3,7,5,1.84,330.5,2.23,327.31
2020,3,7,6,1.84,346.73,2.18,344.22
2020,3,7,7,1.44,346.49,1.57,345.55
2020,3,7,8,1.22,322.03,1.44,325.62
2020,3,7,9,1.64,287.14,1.81,291.25
2020,3,7,10,2.6,262.23,2.77,265.8
2020,3,7,11,3.74,251.22,3.95,253.57
2020,3,7,12,4.72,245.34,4.97,246.98
2020,3,7,13,5.18,240.65,5.46,241.89
2020,3,7,14,5.3,237.95,5.61,238.72
2020,3,7,15,5.24,235.58,5.62,236.04
2020,3,7,16,5.02,233.42,5.62,233.59
2020,3,7,17,3.91,231.09,5.79,232.02
2020,3,7,18,3.84,229.37,5.76,230.5
2020,3,7,19,3.86,228.28,5.55,229.05
2020,3,7,20,3.89,230.95,5.45,231.29
2020,3,7,21,3.89,239.06,5.35,239.17
2020,3,7,22,3.82,250.05,5.18,250.36
2020,3,7,23,3.71,261.03,4.97,261.78
2020,3,8,0,3.55,270.13,4.71,271.33
2020,3,8,1,3.26,273.3,4.25,274.54
2020,3,8,2,2.82,270.32,3.59,271.62
2020,3,8,3,2.31,262.8,2.87,264.06
2020,3,8,4,1.8,246.67,2.18,247.47
2020,3,8,5,1.61,218.88,1.93,219.09
2020,3,8,6,1.92,194.89,2.38,195.63
2020,3,8,7,2.5,189.73,2.74,191.02
2020,3,8,8,2.66,181.85,2.83,180.16
2020,3,8,9,2.93,169.86,3.09,166.56
2020,3,8,10,3.05,169.98,3.25,165.66
2020,3,8,11,3.02,176.89,3.18,171.81
2020,3,8,12,2.98,186.77,3.06,181.32
2020,3,8,13,3.1,198.34,3.12,193.62
2020,3,8,14,3.31,209.71,3.31,206.38
2020,3,8,15,3.59,219.97,3.62,218.08
2020,3,8,16,4.05,229.54,4.43,229.08
2020,3,8,17,4.06,237.96,5.83,238.38
2020,3,8,18,4.13,243.63,6.11,244.62
2020,3,8,19,3.83,246.2,5.8,248.24
2020,3,8,20,3.72,249.85,5.56,252.51
2020,3,8,21,3.75,256.14,5.48,258.74
2020,3,8,22,3.89,265.05,5.64,267.46
2020,3,8,23,4.02,275.02,5.87,277.27
2020,3,9,0,4.13,286.14,6.09,287.99
2020,3,9,1,4.03,298.11,5.93,299.5
2020,3,9,2,3.76,310.2,5.47,311.12
2020,3,9,3,3.48,324.13,4.94,324.4
2020,3,9,4,3.19,340.1,4.41,339.99
2020,3,9,5,2.95,354.38,4.01,354.41
2020,3,9,6,2.89,9.64,3.59,9.28
2020,3,9,7,2.82,18.74,2.99,18.58
2020,3,9,8,2.25,32.36,2.41,34.41
2020,3,9,9,1.29,58.32,1.53,60.69
2020,3,9,10,0.39,125.94,0.54,106.06
2020,3,9,11,1.14,226.67,0.98,224.68
2020,3,9,12,2.37,241.49,2.31,242.57
2020,3,9,13,3.29,246.66,3.33,247.95
2020,3,9,14,3.88,248.13,3.98,249.29
2020,3,9,15,4.36,249.65,4.53,250.66
2020,3,9,16,4.83,251.62,5.34,252.12
2020,3,9,17,4.86,254.42,6.52,254.08
2020,3,9,18,5.04,260.1,6.72,259.96
2020,3,9,19,4.78,266.91,6.56,267.34
2020,3,9,20,4.56,273.14,6.61,274.07
2020,3,9,21,4.54,279.2,6.75,280.46
2020,3,9,22,4.63,285.87,6.93,287.25
2020,3,9,23,4.74,293.31,7.11,294.54
2020,3,10,0,4.82,301.43,7.25,302.4
2020,3,10,1,4.81,310.65,7.21,311.31
2020,3,10,2,4.55,318.62,6.77,319.31
2020,3,10,3,4.11,323.2,6.04,323.95
2020,3,10,4,3.7,326.11,5.31,326.82
2020,3,10,5,3.37,329.99,4.74,330.56
2020,3,10,6,3.33,334.4,4.1,334.46
2020,3,10,7,2.98,332.02,3.23,332.01
2020,3,10,8,2.24,317.4,2.4,318.83
2020,3,10,9,2.19,278.62,2.32,280.67
2020,3,10,10,3.38,254.84,3.57,255.69
2020,3,10,11,4.88,248.69,5.27,249.15
2020,3,10,12,6.25,247.6,6.8,248.0
2020,3,10,13,7.08,248.56,7.72,249.02
2020,3,10,14,7.5,250.77,8.22,251.44
2020,3,10,15,7.78,253.66,8.65,254.38
2020,3,10,16,7.81,256.05,8.91,256.56
2020,3,10,17,7.05,256.23,8.79,256.48
2020,3,10,18,6.72,254.62,8.78,254.84
2020,3,10,19,6.88,253.17,9.12,253.21
2020,3,10,20,6.92,256.42,9.36,255.89
2020,3,10,21,6.78,273.04,9.24,271.02
2020,3,10,22,6.81,295.27,9.15,293.24
2020,3,10,23,7.12,312.2,9.38,310.98
2020,3,11,0,7.16,321.47,9.38,321.39
2020,3,11,1,6.8,327.72,9.01,328.29
2020,3,11,2,6.26,332.51,8.54,333.36
2020,3,11,3,5.72,335.39,7.98,336.4
2020,3,11,4,5.37,335.15,7.44,335.88
2020,3,11,5,5.24,331.41,7.14,331.36
2020,3,11,6,5.93,327.11,7.06,327.24
2020,3,11,7,6.37,325.65,7.01,325.81
2020,3,11,8,6.33,321.97,6.92,322.29
2020,3,11,9,6.21,316.17,6.8,317.56
2020,3,11,10,6.03,308.64,6.6,311.06
2020,3,11,11,5.99,299.44,6.54,303.1
2020,3,11,12,6.11,289.96,6.64,294.39
2020,3,11,13,6.4,280.12,6.98,284.39
2020,3,11,14,7.01,270.7,7.66,274.45
2020,3,11,15,7.71,263.54,8.5,266.42
2020,3,11,16,8.23,256.33,9.37,257.88
2020,3,11,17,7.9,250.06,9.95,250.74
2020,3,11,18,7.38,251.35,9.74,251.87
2020,3,11,19,6.06,261.18,8.75,260.8
2020,3,11,20,5.35,279.93,8.05,278.15
2020,3,11,21,5.28,301.57,7.84,299.22
2020,3,11,22,5.69,314.89,8.35,314.01
2020,3,11,23,5.88,319.2,8.66,319.17
2020,3,12,0,5.75,321.29,8.5,321.64
2020,3,12,1,5.41,322.39,7.96,322.58
2020,3,12,2,5.01,322.74,7.23,322.77
2020,3,12,3,4.7,319.58,6.56,319.54
2020,3,12,4,4.71,312.51,6.48,312.17
2020,3,12,5,4.93,307.47,6.97,306.7
2020,3,12,6,5.72,305.71,7.34,305.16
2020,3,12,7,6.82,305.29,7.7,305.0
2020,3,12,8,7.72,308.76,8.7,309.46
2020,3,12,9,7.73,309.71,8.64,310.3
2020,3,12,10,7.46,303.56,8.32,304.6
2020,3,12,11,7.33,294.9,8.17,296.71
2020,3,12,12,7.28,285.95,8.08,288.54
2020,3,12,13,7.29,276.71,8.11,279.65
2020,3,12,14,7.48,266.89,8.34,269.84
2020,3,12,15,7.53,257.66,8.47,260.23
2020,3,12,16,7.23,246.9,8.5,248.2
2020,3,12,17,6.08,237.8,8.58,238.62
2020,3,12,18,5.49,239.75,8.25,239.67
2020,3,12,19,4.84,250.86,7.37,249.15
2020,3,12,20,4.6,268.54,6.86,266.54
2020,3,12,21,4.64,289.17,6.78,287.37
2020,3,12,22,4.95,304.39,7.17,303.93
2020,3,12,23,4.93,309.54,7.16,310.26
2020,3,13,0,4.92,311.72,7.25,313.34
2020,3,13,1,4.8,311.57,7.05,313.29
2020,3,13,2,4.73,310.85,6.85,312.0
2020,3,13,3,4.61,311.84,6.6,312.36
2020,3,13,4,4.32,314.27,6.02,314.26
2020,3,13,5,4.14,318.67,5.68,318.24
2020,3,13,6,3.92,324.25,4.99,323.6
2020,3,13,7,3.46,332.39,3.78,331.47
2020,3,13,8,2.62,354.17,2.83,354.62
2020,3,13,9,1.94,27.08,2.19,27.11
2020,3,13,10,1.49,58.31,1.77,56.73
2020,3,13,11,1.13,79.23,1.4,74.41
2020,3,13,12,0.91,99.38,1.13,90.4
2020,3,13,13,0.31,130.91,0.42,100.68
2020,3,13,14,0.45,248.39,0.33,264.56
2020,3,13,15,1.0,268.21,0.99,275.89
2020,3,13,16,1.58,273.12,1.73,275.71
2020,3,13,17,1.91,267.65,2.36,267.72
2020,3,13,18,1.73,254.84,2.04,254.21
2020,3,13,19,1.55,236.31,1.79,233.88
2020,3,13,20,1.47,235.38,1.68,232.92
2020,3,13,21,1.51,257.47,1.73,256.97
2020,3,13,22,1.85,277.51,2.18,277.61
2020,3,13,23,2.0,291.76,2.41,292.32
2020,3,14,0,2.4,311.05,2.99,311.93
2020,3,14,1,2.69,327.32,3.44,327.9
2020,3,14,2,2.61,337.12,3.33,337.77
2020,3,14,3,2.37,346.06,2.97,346.62
2020,3,14,4,2.16,348.93,2.67,349.55
2020,3,14,5,2.07,347.8,2.54,348.31
2020,3,14,6,2.04,354.51,2.54,354.52
2020,3,14,7,1.32,15.11,1.21,14.57
2020,3,14,8,0.48,170.69,0.57,170.54
2020,3,14,9,1.07,205.63,1.08,202.49
2020,3,14,10,1.53,231.02,1.52,230.83
2020,3,14,11,2.42,246.24,2.48,247.16
2020,3,14,12,3.56,255.78,3.71,256.99
2020,3,14,13,4.21,259.86,4.43,261.48
2020,3,14,14,4.24,259.6,4.45,261.32
2020,3,14,15,4.37,261.06,4.67,262.6
2020,3,14,16,4.41,262.26,4.97,263.23
2020,3,14,17,3.42,256.66,5.19,257.57
2020,3,14,18,3.23,251.39,5.01,253.51
2020,3,14,19,3.32,255.02,4.94,257.2
2020,3,14,20,3.45,261.41,4.99,263.25
2020,3,14,21,3.36,271.6,4.76,273.29
2020,3,14,22,3.29,288.87,4.59,290.22
2020,3,14,23,3.52,305.88,5.07,307.17
2020,3,15,0,3.75,317.7,5.59,318.85
2020,3,15,1,3.81,327.81,5.75,328.45
2020,3,15,2,3.74,333.7,5.62,334.22
2020,3,15,3,3.52,343.37,5.27,343.37
2020,3,15,4,3.42,348.66,5.06,348.97
2020,3,15,5,3.36,348.74,4.89,349.23
2020,3,15,6,3.58,345.84,4.53,346.44
2020,3,15,7,3.81,339.49,4.14,339.24
2020,3,15,8,3.31,340.58,3.6,340.86
2020,3,15,9,2.06,1.74,2.31,2.72
2020,3,15,10,1.87,35.15,2.13,37.08
2020,3,15,11,1.19,45.0,1.43,48.55
2020,3,15,12,0.29,341.08,0.42,358.94
2020,3,15,13,0.49,257.97,0.43,275.19
2020,3,15,14,0.61,228.12,0.53,232.79
2020,3,15,15,0.79,246.21,0.86,248.59
2020,3,15,16,1.3,262.06,1.6,260.72
2020,3,15,17,1.99,272.69,2.49,272.33
2020,3,15,18,2.29,279.04,2.9,279.13
2020,3,15,19,2.38,288.97,3.09,289.35
2020,3,15,20,2.42,305.95,3.11,306.84
2020,3,15,21,2.37,324.53,3.06,326.35
2020,3,15,22,2.47,337.9,3.22,340.16
2020,3,15,23,2.94,345.52,3.89,347.72
2020,3,16,0,3.47,348.18,4.74,350.62
2020,3,16,1,3.75,353.17,5.25,355.31
2020,3,16,2,3.68,2.92,5.26,5.19
2020,3,16,3,3.65,15.41,5.33,17.56
2020,3,16,4,3.7,25.54,5.54,27.65
2020,3,16,5,3.96,37.71,6.01,38.72
2020,3,16,6,4.94,45.77,6.45,46.08
2020,3,16,7,5.41,51.74,5.97,52.39
2020,3,16,8,5.01,67.27,5.57,68.97
2020,3,16,9,4.4,86.23,5.1,85.61
2020,3,16,10,3.78,94.86,4.72,93.61
2020,3,16,11,3.51,102.86,4.4,101.17
2020,3,16,12,3.18,111.91,3.92,109.81
2020,3,16,13,2.73,123.69,3.33,120.96
2020,3,16,14,2.25,138.66,2.68,135.83
2020,3,16,15,1.85,157.88,2.17,156.48
2020,3,16,16,1.6,190.15,2.12,192.8
2020,3,16,17,2.28,232.11,3.17,230.9
2020,3,16,18,3.16,256.86,4.15,256.07
2020,3,16,19,3.38,273.84,4.68,273.83
2020,3,16,20,3.42,287.81,4.84,288.43
2020,3,16,21,3.44,301.23,4.88,302.44
2020,3,16,22,3.45,314.08,4.98,315.51
2020,3,16,23,3.5,325.1,5.11,326.48
2020,3,17,0,3.58,334.39,5.21,335.28
2020,3,17,1,3.7,343.06,5.39,343.22
2020,3,17,2,3.76,351.89,5.51,351.69
2020,3,17,3,3.76,357.62,5.47,357.54
2020,3,17,4,3.73,1.32,5.31,1.26
2020,3,17,5,3.68,7.44,5.14,7.43
2020,3,17,6,3.69,16.59,4.84,16.3
2020,3,17,7,3.65,31.45,3.87,31.48
2020,3,17,8,2.92,42.83,3.4,40.72
2020,3,17,9,2.4,50.55,3.08,48.09
2020,3,17,10,1.87,68.91,2.38,65.37
2020,3,17,11,1.47,99.51,1.81,92.47
2020,3,17,12,1.42,139.47,1.59,130.02
2020,3,17,13,1.67,178.13,1.74,171.98
2020,3,17,14,2.2,204.56,2.33,203.05
2020,3,17,15,2.81,221.73,3.19,222.72
2020,3,17,16,3.43,238.7,4.59,240.21
2020,3,17,17,3.86,255.94,6.32,254.14
2020,3,17,18,4.09,266.49,6.64,265.34
2020,3,17,19,3.8,278.4,6.05,278.25
2020,3,17,20,3.63,291.76,5.62,292.57
2020,3,17,21,3.65,303.93,5.56,305.39
2020,3,17,22,3.74,315.08,5.66,316.34
2020,3,17,23,3.87,326.37,5.83,327.03
2020,3,18,0,4.02,338.22,6.05,337.94
2020,3,18,1,4.2,348.96,6.3,347.98
2020,3,18,2,4.34,358.25,6.47,357.09
2020,3,18,3,4.33,6.01,6.41,4.83
2020,3,18,4,4.22,12.95,6.12,11.94
2020,3,18,5,4.05,19.87,5.76,19.17
2020,3,18,6,3.85,27.03,5.33,26.75
2020,3,18,7,3.94,35.48,4.24,35.48
2020,3,18,8,3.0,49.54,3.4,50.87
2020,3,18,9,2.58,75.25,3.2,73.86
2020,3,18,10,2.61,93.6,3.22,91.39
2020,3,18,11,2.44,112.21,2.97,109.01
2020,3,18,12,2.22,135.57,2.66,130.95
2020,3,18,13,2.22,166.6,2.56,161.51
2020,3,18,14,2.58,195.3,2.91,192.55
2020,3,18,15,3.18,216.9,3.77,217.51
2020,3,18,16,3.98,236.62,5.19,237.1
2020,3,18,17,4.37,252.18,6.67,250.78
2020,3,18,18,4.58,262.16,6.7,261.21
2020,3,18,19,4.06,274.53,6.11,274.4
2020,3,18,20,3.74,286.39,5.83,287.07
2020,3,18,21,3.66,295.53,5.67,296.71
2020,3,18,22,3.64,303.08,5.56,304.23
2020,3,18,23,3.48,310.81,5.23,311.73
2020,3,19,0,3.27,317.71,4.81,318.36
2020,3,19,1,3.22,320.12,4.63,320.75
2020,3,19,2,3.21,319.64,4.55,320.3
2020,3,19,3,3.06,319.56,4.27,320.28
2020,3,19,4,2.78,320.36,3.79,321.03
2020,3,19,5,2.49,322.13,3.33,322.73
2020,3,19,6,2.31,322.16,2.91,323.19
2020,3,19,7,1.99,314.52,2.14,314.26
2020,3,19,8,1.96,295.03,2.19,298.76
2020,3,19,9,1.91,265.08,1.91,268.83
2020,3,19,10,2.59,242.12,2.62,243.59
2020,3,19,11,3.57,235.16,3.83,236.05
2020,3,19,12,4.64,233.42,4.97,233.56
2020,3,19,13,5.4,234.47,5.82,234.35
2020,3,19,14,5.92,238.15,6.45,238.22
2020,3,19,15,6.3,240.77,7.0,241.03
2020,3,19,16,6.75,245.39,7.69,245.65
2020,3,19,17,6.07,249.88,7.37,250.11
2020,3,19,18,4.87,253.8,6.62,253.96
2020,3,19,19,4.49,256.33,6.36,256.42
2020,3,19,20,4.43,256.11,6.39,256.27
2020,3,19,21,4.42,255.77,6.54,256.05
2020,3,19,22,4.61,259.26,6.9,259.49
2020,3,19,23,4.82,265.44,7.25,265.73
2020,3,20,0,4.73,270.19,7.1,270.63
2020,3,20,1,4.61,274.18,6.87,274.69
2020,3,20,2,4.76,278.12,7.12,278.52
2020,3,20,3,4.59,279.9,6.86,280.23
2020,3,20,4,4.35,279.19,6.4,279.62
2020,3,20,5,4.2,278.57,6.09,279.0
2020,3,20,6,4.56,276.78,5.68,277.03
2020,3,20,7,5.18,272.07,5.84,272.92
2020,3,20,8,5.44,266.79,6.07,268.23
2020,3,20,9,5.73,263.11,6.41,264.89
2020,3,20,10,6.1,259.67,6.8,261.61
2020,3,20,11,6.53,255.66,7.26,257.56
2020,3,20,12,6.8,251.59,7.52,253.52
2020,3,20,13,6.86,248.76,7.58,250.5
2020,3,20,14,6.82,246.43,7.58,248.03
2020,3,20,15,6.7,243.35,7.53,244.63
2020,3,20,16,6.5,239.58,7.38,240.37
2020,3,20,17,6.06,236.62,7.13,237.08
2020,3,20,18,5.43,234.66,6.66,235.13
2020,3,20,19,4.82,232.65,6.24,233.4
2020,3,20,20,4.34,229.75,6.03,230.37
2020,3,20,21,4.18,230.84,6.14,231.51
2020,3,20,22,4.05,234.5,6.06,234.75
2020,3,20,23,4.06,240.32,6.21,240.85
2020,3,21,0,4.0,246.04,6.11,246.19
2020,3,21,1,3.9,250.84,5.98,250.85
2020,3,21,2,3.74,251.87,5.75,252.2
2020,3,21,3,3.8,253.13,5.84,253.43
2020,3,21,4,3.9,254.18,6.02,254.41
2020,3,21,5,3.86,256.19,5.98,256.64
2020,3,21,6,4.63,256.55,5.66,257.33
2020,3,21,7,4.56,261.04,5.32,262.75
2020,3,21,8,4.25,269.79,5.18,271.9
2020,3,21,9,3.73,272.76,4.58,274.99
2020,3,21,10,3.46,265.59,4.13,268.27
2020,3,21,11,3.48,252.5,3.99,255.15
2020,3,21,12,3.82,240.97,4.26,242.68
2020,3,21,13,4.44,236.84,4.91,237.88
2020,3,21,14,4.98,237.11,5.51,237.87
2020,3,21,15,5.0,237.3,5.56,237.85
2020,3,21,16,5.15,238.96,5.85,239.5
2020,3,21,17,5.63,244.5,6.57,244.9
2020,3,21,18,5.65,250.19,6.61,250.6
2020,3,21,19,4.77,250.47,5.61,250.91
2020,3,21,20,3.61,249.6,4.33,249.73
2020,3,21,21,3.34,252.45,4.18,252.48
2020,3,21,22,2.96,255.01,4.13,255.88
2020,3,21,23,2.36,258.13,3.48,260.05
2020,3,22,0,1.99,266.62,2.91,269.08
2020,3,22,1,2.03,278.41,3.06,281.02
2020,3,22,2,2.06,288.16,3.08,290.18
2020,3,22,3,1.94,298.94,2.81,300.42
2020,3,22,4,1.74,311.72,2.47,312.82
2020,3,22,5,1.67,314.43,2.35,316.48
2020,3,22,6,2.07,303.75,2.41,304.98
2020,3,22,7,2.3,292.99,2.54,296.72
2020,3,22,8,2.14,287.18,2.31,291.44
2020,3,22,9,2.2,260.81,2.35,262.92
2020,3,22,10,2.95,248.73,3.11,250.2
2020,3,22,11,3.77,242.85,3.98,243.64
2020,3,22,12,4.43,242.4,4.74,242.93
2020,3,22,13,5.13,243.86,5.57,244.33
2020,3,22,14,5.95,246.23,6.61,246.59
2020,3,22,15,6.88,252.55,7.81,252.96
2020,3,22,16,7.06,260.12,8.1,260.46
2020,3,22,17,6.38,265.36,7.43,265.66
2020,3,22,18,5.09,270.53,6.01,270.67
2020,3,22,19,3.66,276.49,4.5,276.58
2020,3,22,20,2.43,280.01,3.3,281.47
2020,3,22,21,1.66,279.51,2.39,281.86
2020,3,22,22,0.94,269.52,1.26,272.49
2020,3,22,23,0.36,187.43,0.4,191.31
2020,3,23,0,1.32,125.1,1.59,123.14
2020,3,23,1,1.7,117.62,2.19,114.46
2020,3,23,2,0.81,125.22,1.09,116.75
2020,3,23,3,0.32,274.18,0.27,284.83
2020,3,23,4,0.68,313.6,0.79,322.22
2020,3,23,5,0.82,315.38,0.98,321.77
2020,3,23,6,0.95,16.79,0.98,16.13
2020,3,23,7,2.18,70.72,2.25,72.01
2020,3,23,8,2.72,93.3,2.92,94.29
2020,3,23,9,1.52,171.41,1.69,167.44
2020,3,23,10,4.03,228.86,4.34,227.7
2020,3,23,11,5.28,237.63,5.67,237.03
2020,3,23,12,5.76,246.42,6.18,246.29
2020,3,23,13,5.76,252.47,6.22,252.75
2020,3,23,14,5.45,256.14,5.94,256.53
2020,3,23,15,4.84,259.22,5.31,259.67
2020,3,23,16,4.34,260.47,4.83,260.87
2020,3,23,17,4.37,260.94,5.08,261.25
2020,3,23,18,3.71,259.07,4.55,259.31
2020,3,23,19,3.09,251.75,4.02,252.59
2020,3,23,20,2.6,246.67,3.65,248.77
2020,3,23,21,2.33,237.06,3.33,239.59
2020,3,23,22,2.4,223.15,3.46,225.64
2020,3,23,23,2.77,220.53,4.0,221.75
2020,3,24,0,3.12,224.19,4.64,225.14
2020,3,24,1,3.28,227.99,4.87,228.51
2020,3,24,2,3.28,233.62,4.92,234.31
2020,3,24,3,2.92,241.59,4.22,241.73
2020,3,24,4,2.89,252.4,4.1,252.5
2020,3,24,5,2.8,256.62,4.02,256.96
2020,3,24,6,2.72,260.73,3.41,261.03
2020,3,24,7,2.63,266.08,2.9,267.84
2020,3,24,8,2.76,261.36,3.0,263.12
2020,3,24,9,3.27,251.74,3.58,252.47
2020,3,24,10,3.84,246.62,4.15,246.86
2020,3,24,11,4.41,245.52,4.75,245.33
2020,3,24,12,4.85,245.25,5.2,244.86
2020,3,24,13,5.26,247.36,5.66,246.91
2020,3,24,14,5.53,248.98,6.01,248.64
2020,3,24,15,5.48,248.96,6.02,248.76
2020,3,24,16,5.25,248.55,5.83,248.46
2020,3,24,17,4.71,249.73,5.67,249.84
2020,3,24,18,4.15,251.46,5.5,251.72
2020,3,24,19,3.73,252.32,5.21,252.65
2020,3,24,20,3.66,254.51,5.22,255.01
2020,3,24,21,3.68,259.12,5.16,259.54
2020,3,24,22,3.58,265.0,5.2,265.61
2020,3,24,23,3.66,272.2,5.41,272.9
2020,3,25,0,3.82,277.63,5.71,278.26
2020,3,25,1,4.13,283.01,6.11,283.31
2020,3,25,2,4.4,288.34,6.45,288.43
2020,3,25,3,4.36,293.31,6.49,293.42
2020,3,25,4,4.18,296.8,6.25,296.89
2020,3,25,5,3.99,298.57,5.92,298.53
2020,3,25,6,4.72,297.5,5.57,297.03
2020,3,25,7,4.66,291.75,5.11,291.07
2020,3,25,8,4.15,285.5,4.48,285.15
2020,3,25,9,3.86,278.38,4.09,278.56
2020,3,25,10,3.41,270.26,3.58,270.38
2020,3,25,11,3.19,257.56,3.28,257.06
2020,3,25,12,3.59,250.82,3.64,249.78
2020,3,25,13,4.04,250.69,4.11,249.43
2020,3,25,14,4.49,251.0,4.64,249.92
2020,3,25,15,4.84,251.77,5.14,251.01
2020,3,25,16,5.12,251.87,5.64,251.67
2020,3,25,17,4.77,254.42,6.12,254.37
2020,3,25,18,4.42,259.11,6.19,259.3
2020,3,25,19,3.89,267.93,5.51,268.46
2020,3,25,20,3.65,281.24,5.28,282.04
2020,3,25,21,3.71,290.57,5.41,291.6
2020,3,25,22,3.53,289.24,5.23,290.63
2020,3,25,23,3.26,287.13,4.82,288.61
2020,3,26,0,3.24,283.97,4.75,285.36
2020,3,26,1,3.4,279.38,5.06,280.41
2020,3,26,2,3.43,280.49,5.12,281.09
2020,3,26,3,3.25,286.65,4.78,287.4
2020,3,26,4,3.2,298.44,4.74,298.97
2020,3,26,5,3.08,314.28,4.57,314.17
2020,3,26,6,3.02,327.59,4.13,326.25
2020,3,26,7,2.89,340.1,3.22,338.35
2020,3,26,8,1.95,341.57,1.96,337.22
2020,3,26,9,1.42,260.85,1.71,249.66
2020,3,26,10,3.07,236.19,3.57,232.48
2020,3,26,11,4.39,237.58,5.01,235.22
2020,3,26,12,5.26,241.11,5.93,239.72
2020,3,26,13,4.82,242.81,5.4,242.06
2020,3,26,14,3.47,238.35,3.87,238.1
2020,3,26,15,2.53,224.25,2.82,224.78
2020,3,26,16,2.11,200.18,2.65,201.64
